Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,County,category,source
Walmart S/C 1048,-84.165337,36.725094,589 W Highway 92,,Williamsburg,KY,40769,WHITLEY ,Superstore,4
Walmart S/C 1113,-84.096642,37.111687,1851 WEST HWY 192,,LONDON,KY,40741,LAUREL ,Superstore,4
Walmart S/C 1259,-84.106178,36.972195,60 SOUTH STEWART RD.,,CORBIN,KY,40701,WHITLEY ,Superstore,4
Walmart S/C 1505,-82.536201,37.504799,254 Cassidy Blvd,,Pikeville,KY,41501,PIKE ,Superstore,4
Walmart S/C 739,-83.71727,36.634174,US HWY 25E/KY HWY 441,,MIDDLESBORO,KY,40965,BELL ,Superstore,4
Walmart STORE  1233,-82.815819,37.81707,470 N Mayo Trl,,Paintsville,KY,41240,JOHNSON ,Superstore,4
Walmart STORE  1743,-83.317131,36.819599,201 Waldon Dr,,Harlan,KY,40831,HARLAN ,Superstore,4
Walmart STORE  696,-82.781509,37.655277,477 Village Dr,,Prestonsburg,KY,41653,FLOYD ,Superstore,4
Walmart STORE 1189,-83.885254,36.8512,301 Parkway Plz,,Barbourville,KY,40906,KNOX ,Superstore,4
Walmart STORE 545,-83.716232,37.128429,240 Manchester Square Shpg Ctr,,Manchester,KY,40962,CLAY ,Superstore,4
Walmart STORE 552,-82.792641,37.116875,350 WHITESBURG PLAZA,,WHITESBURG,KY,41858,LETCHER ,Superstore,4
Walmart Supercenter 1247,-83.214226,37.298267,120 Daniel Boone Plz,,Hazard,KY,41701,PERRY ,Superstore,4
Walmart Supercenter 4461,-82.636284,38.137569,275 Walton Dr,,Louisa,KY,41230,LAWRENCE ,Superstore,4
